date,high,low,open,close,adjust,volume,symbol
08-08-14,8.8,8.4,8.7,8.5,7.28,640490,VIS
11-08-14,8.7,8.4,8.4,8.4,7.2,429430,VIS
12-08-14,8.5,8.3,8.5,8.3,7.11,315860,VIS
13-08-14,8.6,8.3,8.3,8.6,7.37,440690,VIS
14-08-14,8.7,8.5,8.7,8.5,7.28,896360,VIS
15-08-14,8.7,8.4,8.5,8.5,7.28,323360,VIS
18-08-14,8.9,8.5,8.5,8.7,7.46,992790,VIS
19-08-14,8.8,8.6,8.7,8.6,7.37,518470,VIS
20-08-14,9.2,8.7,8.7,9.1,7.8,1694520,VIS
21-08-14,9.5,9,9.2,9.2,7.88,987140,VIS
22-08-14,9.3,9,9.2,9.2,7.88,735350,VIS
25-08-14,9.7,9.3,9.4,9.5,8.14,1330300,VIS
26-08-14,9.8,9.4,9.6,9.5,8.14,957870,VIS
27-08-14,9.6,9.4,9.5,9.6,8.23,814990,VIS
28-08-14,10.1,9.6,9.7,9.8,8.4,1237450,VIS
29-08-14,9.9,9.6,9.9,9.8,8.4,364240,VIS
03-09-14,10.1,9.5,9.8,9.5,8.14,719460,VIS
04-09-14,9.7,9.4,9.5,9.7,8.31,855810,VIS
05-09-14,9.8,9.6,9.7,9.7,8.31,463090,VIS
08-09-14,9.9,9.7,9.7,9.8,8.4,613470,VIS
09-09-14,9.7,9.2,9.7,9.2,7.88,1326990,VIS
10-09-14,9.2,8.8,9.1,9,7.71,434250,VIS
11-09-14,9.4,8.9,8.9,9.4,8.06,360180,VIS
12-09-14,9.4,9.1,9.3,9.3,7.97,198590,VIS
15-09-14,9.4,9.2,9.2,9.2,7.88,355100,VIS
16-09-14,9.2,9,9.1,9.1,7.8,414850,VIS
17-09-14,9.4,9.1,9.2,9.4,8.06,482890,VIS
18-09-14,9.4,9,9.4,9,7.71,426850,VIS
19-09-14,9.2,9,9,9.1,7.8,204790,VIS
22-09-14,9.3,9,9.1,9.1,7.8,407520,VIS
23-09-14,9.3,9.1,9.1,9.2,7.88,234220,VIS
24-09-14,9.3,9.1,9.3,9.2,7.88,28780,VIS
25-09-14,9.3,9,9.1,9.3,7.97,58600,VIS
26-09-14,9.4,9.2,9.3,9.2,7.88,176080,VIS
29-09-14,9.3,9.1,9.2,9.2,7.88,193020,VIS
30-09-14,9.2,9,9.1,9.1,7.8,184860,VIS
01-10-14,9.7,9.1,9.1,9.5,8.14,705650,VIS
02-10-14,9.5,9.4,9.5,9.4,8.06,271220,VIS
03-10-14,9.6,9.4,9.4,9.5,8.14,463170,VIS
06-10-14,9.9,9.4,9.5,9.9,8.48,1128780,VIS
07-10-14,10.5,10,10,10.5,9,1406940,VIS
08-10-14,10.6,10.2,10.6,10.3,8.83,481520,VIS
09-10-14,10.4,10.1,10.3,10.1,8.66,496530,VIS
10-10-14,10.1,9.6,10,9.6,8.23,560360,VIS
13-10-14,9.8,9.5,9.6,9.7,8.31,396900,VIS
14-10-14,9.8,9.3,9.5,9.3,7.97,309720,VIS
15-10-14,9.5,9,9.2,9.5,8.14,324650,VIS
16-10-14,9.4,8.9,9.2,8.9,7.63,606870,VIS
17-10-14,9.1,8.8,8.9,9,7.71,237490,VIS
20-10-14,9.3,8.9,9.1,9.1,7.8,126400,VIS
21-10-14,9.1,8.9,8.9,9.1,7.8,190180,VIS
22-10-14,9.3,9,9.1,9.2,7.88,204130,VIS
23-10-14,9.3,9.1,9.3,9.1,7.8,289630,VIS
24-10-14,9.2,9,9.2,9.1,7.8,78420,VIS
27-10-14,9,8.8,8.9,9,7.71,306460,VIS
28-10-14,9,8.7,8.7,8.7,7.46,138390,VIS
29-10-14,9.3,8.7,8.8,9.2,7.88,278240,VIS
30-10-14,9.2,8.9,9.2,8.9,7.63,142450,VIS
31-10-14,9.2,8.9,9.1,9.2,7.88,131220,VIS
03-11-14,9.3,9.1,9.2,9.1,7.8,209210,VIS
04-11-14,9.3,9,9.2,9.1,7.8,217620,VIS
05-11-14,9.6,9.2,9.2,9.5,8.14,850580,VIS
06-11-14,9.6,9.4,9.5,9.5,8.14,237600,VIS
07-11-14,9.5,9.3,9.4,9.4,8.06,106810,VIS
10-11-14,9.5,9.3,9.4,9.4,8.06,224310,VIS
11-11-14,9.6,9.3,9.3,9.5,8.14,360490,VIS
12-11-14,9.5,9.3,9.5,9.5,8.14,168800,VIS
13-11-14,9.6,9.2,9.5,9.3,7.97,200450,VIS
14-11-14,9.4,9.2,9.4,9.3,7.97,156710,VIS
17-11-14,9.4,9.2,9.4,9.2,7.88,169090,VIS
18-11-14,9.2,9.1,9.1,9.2,7.88,197030,VIS
19-11-14,9.2,9,9,9,7.71,138030,VIS
20-11-14,9.2,9,9,9.2,7.88,48650,VIS
21-11-14,9.2,8.9,9,8.9,7.63,151520,VIS
24-11-14,8.9,8.8,8.9,8.9,7.63,200940,VIS
25-11-14,8.9,8.8,8.9,8.9,7.63,178470,VIS
26-11-14,9,8.7,9,8.9,7.63,149470,VIS
27-11-14,9,8.7,8.9,9,7.71,35970,VIS
28-11-14,9.1,8.8,8.8,9,7.71,139860,VIS
01-12-14,9.1,8.9,9,8.9,7.63,114060,VIS
02-12-14,9,8.8,9,8.9,7.63,35280,VIS
03-12-14,9.2,8.9,8.9,9,7.71,177960,VIS
04-12-14,9.1,8.9,9.1,9,7.71,183970,VIS
05-12-14,9,8.9,9,9,7.71,196720,VIS
08-12-14,9.1,8.8,9,8.9,7.63,157240,VIS
09-12-14,8.9,8.5,8.9,8.8,7.54,319480,VIS
